species_name_audit_pk	species_pk	source_dataset	source_species_name	species_normalized	match_status
1232		meiri	Dibamus deharvengi	dibamus_deharvengi	normalized_no_species_lookup_provided
1233		meiri	Cnemaspis bangara	cnemaspis_bangara	normalized_no_species_lookup_provided
1234		meiri	Cnemaspis nairi	cnemaspis_nairi	normalized_no_species_lookup_provided
1235		meiri	Cnemaspis upendrai	cnemaspis_upendrai	normalized_no_species_lookup_provided
1236		meiri	Cnemaspis yelagiriensis	cnemaspis_yelagiriensis	normalized_no_species_lookup_provided
1237		meiri	Cyrtodactylus celatus	cyrtodactylus_celatus	normalized_no_species_lookup_provided
1238		meiri	Cyrtopodion brevipes	cyrtopodion_brevipes	normalized_no_species_lookup_provided
1239		meiri	Dixonius taoi	dixonius_taoi	normalized_no_species_lookup_provided
1240		meiri	Gehyra leopoldi	gehyra_leopoldi	normalized_no_species_lookup_provided
1241		meiri	Hemidactylus inexpectatus	hemidactylus_inexpectatus	normalized_no_species_lookup_provided
1242		meiri	Hemidactylus thayene	hemidactylus_thayene	normalized_no_species_lookup_provided
1243		meiri	Hemiphyllodactylus changningensis	hemiphyllodactylus_changningensis	normalized_no_species_lookup_provided
1244		meiri	Lepidodactylus aureolineatus	lepidodactylus_aureolineatus	normalized_no_species_lookup_provided
1245		meiri	Lepidodactylus zweifeli	lepidodactylus_zweifeli	normalized_no_species_lookup_provided
1246		meiri	Lygodactylus chobiensis	lygodactylus_chobiensis	normalized_no_species_lookup_provided
1247		meiri	Microgecko tanishpaensis	microgecko_tanishpaensis	normalized_no_species_lookup_provided
1248		meiri	Pachydactylus boehmei	pachydactylus_boehmei	normalized_no_species_lookup_provided
1249		meiri	Pachydactylus etultra	pachydactylus_etultra	normalized_no_species_lookup_provided
1250		meiri	Tetradactylus udzungwensis	tetradactylus_udzungwensis	normalized_no_species_lookup_provided
1251		meiri	Leposoma scincoides	leposoma_scincoides	normalized_no_species_lookup_provided
1252		meiri	Selvasaura brava	selvasaura_brava	normalized_no_species_lookup_provided
1253		meiri	Mesalina ayunensis	mesalina_ayunensis	normalized_no_species_lookup_provided
1254		meiri	Psammodromus occidentalis	psammodromus_occidentalis	normalized_no_species_lookup_provided
1255		meiri	Asaccus iranicus	asaccus_iranicus	normalized_no_species_lookup_provided
1256		meiri	Homonota borellii	homonota_borellii	normalized_no_species_lookup_provided
1257		meiri	Homonota taragui	homonota_taragui	normalized_no_species_lookup_provided
1258		meiri	Phyllodactylus inaequalis	phyllodactylus_inaequalis	normalized_no_species_lookup_provided
1259		meiri	Ablepharus budaki	ablepharus_budaki	normalized_no_species_lookup_provided
1260		meiri	Brachymeles bicolandia	brachymeles_bicolandia	normalized_no_species_lookup_provided
1261		meiri	Brachymeles libayani	brachymeles_libayani	normalized_no_species_lookup_provided
1262		meiri	Brachymeles paeforum	brachymeles_paeforum	normalized_no_species_lookup_provided
1263		meiri	Brachymeles samarensis	brachymeles_samarensis	normalized_no_species_lookup_provided
1264		meiri	Carlia bicarinata	carlia_bicarinata	normalized_no_species_lookup_provided
1265		meiri	Cryptoblepharus ater	cryptoblepharus_ater	normalized_no_species_lookup_provided
1266		meiri	Cryptoblepharus metallicus	cryptoblepharus_metallicus	normalized_no_species_lookup_provided
1267		meiri	Lerista bipes	lerista_bipes	normalized_no_species_lookup_provided
1268		meiri	Lerista bunglebungle	lerista_bunglebungle	normalized_no_species_lookup_provided
1269		meiri	Lerista griffini	lerista_griffini	normalized_no_species_lookup_provided
1270		meiri	Lerista kendricki	lerista_kendricki	normalized_no_species_lookup_provided
1271		meiri	Lerista vanderduysi	lerista_vanderduysi	normalized_no_species_lookup_provided
1272		meiri	Lipinia nototaenia	lipinia_nototaenia	normalized_no_species_lookup_provided
1273		meiri	Nessia monodactyla	nessia_monodactyla	normalized_no_species_lookup_provided
1274		meiri	Panaspis thomensis	panaspis_thomensis	normalized_no_species_lookup_provided
1275		meiri	Parvoscincus luzonensis	parvoscincus_luzonensis	normalized_no_species_lookup_provided
1276		meiri	Scincella barbouri	scincella_barbouri	normalized_no_species_lookup_provided
1277		meiri	Sphenomorphus annectens	sphenomorphus_annectens	normalized_no_species_lookup_provided
1278		meiri	Sphenomorphus anotus	sphenomorphus_anotus	normalized_no_species_lookup_provided
1279		meiri	Tribolonotus choiseulensis	tribolonotus_choiseulensis	normalized_no_species_lookup_provided
1280		meiri	Gonatodes chucuri	gonatodes_chucuri	normalized_no_species_lookup_provided
1281		meiri	Calamaria banggaiensis	calamaria_banggaiensis	normalized_no_species_lookup_provided
1282		meiri	Calamaria pfefferi	calamaria_pfefferi	normalized_no_species_lookup_provided
1283		meiri	Pseudorabdion eiselti	pseudorabdion_eiselti	normalized_no_species_lookup_provided
1284		meiri	Pseudorabdion modiglianii	pseudorabdion_modiglianii	normalized_no_species_lookup_provided
1285		meiri	Tantilla calamarina	tantilla_calamarina	normalized_no_species_lookup_provided
1286		meiri	Tantilla triseriata	tantilla_triseriata	normalized_no_species_lookup_provided
1287		meiri	Tantillita lintoni	tantillita_lintoni	normalized_no_species_lookup_provided
1288		meiri	Epictia borapeliotes	epictia_borapeliotes	normalized_no_species_lookup_provided
1289		meiri	Leptotyphlops keniensis	leptotyphlops_keniensis	normalized_no_species_lookup_provided
1290		meiri	Myriopholis lanzai	myriopholis_lanzai	normalized_no_species_lookup_provided
1291		meiri	Rena unguirostris	rena_unguirostris	normalized_no_species_lookup_provided
1292		meiri	Tricheilostoma sundewalli	tricheilostoma_sundewalli	normalized_no_species_lookup_provided
1293		meiri	Trilepida guayaquilensis	trilepida_guayaquilensis	normalized_no_species_lookup_provided
1294		meiri	Pseudoxyrhopus kely	pseudoxyrhopus_kely	normalized_no_species_lookup_provided
1295		meiri	Indotyphlops meszoelyi	indotyphlops_meszoelyi	normalized_no_species_lookup_provided
1296		meiri	Cynisca nigeriensis	cynisca_nigeriensis	normalized_no_species_lookup_provided
1297		meiri	Alopoglossus grandisquamatus	alopoglossus_grandisquamatus	normalized_no_species_lookup_provided
1298		meiri	Anolis carlliebi	anolis_carlliebi	normalized_no_species_lookup_provided
1299		meiri	Anolis cusuco	anolis_cusuco	normalized_no_species_lookup_provided
1300		meiri	Anolis peucephilus	anolis_peucephilus	normalized_no_species_lookup_provided
1301		meiri	Anolis placidus	anolis_placidus	normalized_no_species_lookup_provided
1302		meiri	Anolis quercorum	anolis_quercorum	normalized_no_species_lookup_provided
1303		meiri	Anolis umbrivagus	anolis_umbrivagus	normalized_no_species_lookup_provided
1304		meiri	Bavayia exsuccida	bavayia_exsuccida	normalized_no_species_lookup_provided
1305		meiri	Diplodactylus kenneallyi	diplodactylus_kenneallyi	normalized_no_species_lookup_provided
1306		meiri	Altiphylax levitoni	altiphylax_levitoni	normalized_no_species_lookup_provided
1307		meiri	Cnemaspis adangrawi	cnemaspis_adangrawi	normalized_no_species_lookup_provided
1308		meiri	Cnemaspis heteropholis	cnemaspis_heteropholis	normalized_no_species_lookup_provided
1309		meiri	Cnemaspis quattuorseriata	cnemaspis_quattuorseriata	normalized_no_species_lookup_provided
1310		meiri	Cnemaspis vandeventeri	cnemaspis_vandeventeri	normalized_no_species_lookup_provided
1311		meiri	Cyrtodactylus kimberleyensis	cyrtodactylus_kimberleyensis	normalized_no_species_lookup_provided
1312		meiri	Gehyra minuta	gehyra_minuta	normalized_no_species_lookup_provided
1313		meiri	Hemidactylus bayonii	hemidactylus_bayonii	normalized_no_species_lookup_provided
1314		meiri	Hemidactylus masirahensis	hemidactylus_masirahensis	normalized_no_species_lookup_provided
1315		meiri	Hemidactylus modestus	hemidactylus_modestus	normalized_no_species_lookup_provided
1316		meiri	Hemidactylus ophiolepis	hemidactylus_ophiolepis	normalized_no_species_lookup_provided
1317		meiri	Lepidodactylus lombocensis	lepidodactylus_lombocensis	normalized_no_species_lookup_provided
1318		meiri	Lepidodactylus moestus	lepidodactylus_moestus	normalized_no_species_lookup_provided
1319		meiri	Lepidodactylus novaeguineae	lepidodactylus_novaeguineae	normalized_no_species_lookup_provided
1320		meiri	Lygodactylus gutturalis	lygodactylus_gutturalis	normalized_no_species_lookup_provided
1321		meiri	Nactus soniae	nactus_soniae	normalized_no_species_lookup_provided
1322		meiri	Pachydactylus geitje	pachydactylus_geitje	normalized_no_species_lookup_provided
1323		meiri	Pachydactylus reconditus	pachydactylus_reconditus	normalized_no_species_lookup_provided
1324		meiri	Phelsuma gouldi	phelsuma_gouldi	normalized_no_species_lookup_provided
1325		meiri	Phelsuma nigristriata	phelsuma_nigristriata	normalized_no_species_lookup_provided
1326		meiri	Urocotyledon weileri	urocotyledon_weileri	normalized_no_species_lookup_provided
1327		meiri	Gymnophthalmus leucomystax	gymnophthalmus_leucomystax	normalized_no_species_lookup_provided
1328		meiri	Macropholidus ruthveni	macropholidus_ruthveni	normalized_no_species_lookup_provided
1329		meiri	Placosoma cordylinum	placosoma_cordylinum	normalized_no_species_lookup_provided
1330		meiri	Homonota andicola	homonota_andicola	normalized_no_species_lookup_provided
1331		meiri	Homonota whitii	homonota_whitii	normalized_no_species_lookup_provided
1332		meiri	Phyllodactylus duellmani	phyllodactylus_duellmani	normalized_no_species_lookup_provided
1333		meiri	Austroablepharus naranjicaudus	austroablepharus_naranjicaudus	normalized_no_species_lookup_provided
1334		meiri	Brachymeles pathfinderi	brachymeles_pathfinderi	normalized_no_species_lookup_provided
1335		meiri	Feylinia macrolepis	feylinia_macrolepis	normalized_no_species_lookup_provided
1336		meiri	Lerista frosti	lerista_frosti	normalized_no_species_lookup_provided
1337		meiri	Lerista hobsoni	lerista_hobsoni	normalized_no_species_lookup_provided
1338		meiri	Lerista nichollsi	lerista_nichollsi	normalized_no_species_lookup_provided
1339		meiri	Nessia gansi	nessia_gansi	normalized_no_species_lookup_provided
1340		meiri	Nessia layardi	nessia_layardi	normalized_no_species_lookup_provided
1341		meiri	Scincella kikaapoa	scincella_kikaapoa	normalized_no_species_lookup_provided
1342		meiri	Tribolonotus parkeri	tribolonotus_parkeri	normalized_no_species_lookup_provided
1343		meiri	Euleptes europaea	euleptes_europaea	normalized_no_species_lookup_provided
1344		meiri	Gonatodes seigliei	gonatodes_seigliei	normalized_no_species_lookup_provided
1345		meiri	Lepidoblepharis conolepis	lepidoblepharis_conolepis	normalized_no_species_lookup_provided
1346		meiri	Liotyphlops haadi	liotyphlops_haadi	normalized_no_species_lookup_provided
1347		meiri	Calamorhabdium kuekenthali	calamorhabdium_kuekenthali	normalized_no_species_lookup_provided
1348		meiri	Atractus avernus	atractus_avernus	normalized_no_species_lookup_provided
1349		meiri	Geophis occabus	geophis_occabus	normalized_no_species_lookup_provided
1350		meiri	Trimetopon simile	trimetopon_simile	normalized_no_species_lookup_provided
1351		meiri	Aspidura deraniyagalae	aspidura_deraniyagalae	normalized_no_species_lookup_provided
1352		meiri	Epictia columbi	epictia_columbi	normalized_no_species_lookup_provided
1353		meiri	Epictia venegasi	epictia_venegasi	normalized_no_species_lookup_provided
1354		meiri	Leptotyphlops conjunctus	leptotyphlops_conjunctus	normalized_no_species_lookup_provided
1355		meiri	Leptotyphlops incognitus	leptotyphlops_incognitus	normalized_no_species_lookup_provided
1356		meiri	Leptotyphlops nigroterminus	leptotyphlops_nigroterminus	normalized_no_species_lookup_provided
1357		meiri	Namibiana rostrata	namibiana_rostrata	normalized_no_species_lookup_provided
1358		meiri	Afrotyphlops fornasinii	afrotyphlops_fornasinii	normalized_no_species_lookup_provided
1359		meiri	Indotyphlops braminus	indotyphlops_braminus	normalized_no_species_lookup_provided
1360		meiri	Ramphotyphlops conradi	ramphotyphlops_conradi	normalized_no_species_lookup_provided
1361		meiri	Ramphotyphlops marxi	ramphotyphlops_marxi	normalized_no_species_lookup_provided
1362		meiri	Mellisuga minima	mellisuga_minima	normalized_no_species_lookup_provided
1363		meiri	Phaethornis ruber	phaethornis_ruber	normalized_no_species_lookup_provided
1364		meiri	Phaethornis stuarti	phaethornis_stuarti	normalized_no_species_lookup_provided
1365		meiri	Selasphorus scintilla	selasphorus_scintilla	normalized_no_species_lookup_provided
1366		meiri	Tilmatura dupontii	tilmatura_dupontii	normalized_no_species_lookup_provided
1367		meiri	Craseonycteris thonglongyai	craseonycteris_thonglongyai	normalized_no_species_lookup_provided
1368		meiri	Chirindia mpwapwaensis	chirindia_mpwapwaensis	normalized_no_species_lookup_provided
1369		meiri	Cynisca muelleri	cynisca_muelleri	normalized_no_species_lookup_provided
1370		meiri	Anolis alayoni	anolis_alayoni	normalized_no_species_lookup_provided
1371		meiri	Anolis apletophallus	anolis_apletophallus	normalized_no_species_lookup_provided
1372		meiri	Anolis carpenteri	anolis_carpenteri	normalized_no_species_lookup_provided
1373		meiri	Anolis cymbops	anolis_cymbops	normalized_no_species_lookup_provided
1374		meiri	Anolis insolitus	anolis_insolitus	normalized_no_species_lookup_provided
1375		meiri	Anolis oporinus	anolis_oporinus	normalized_no_species_lookup_provided
1376		meiri	Anolis semilineatus	anolis_semilineatus	normalized_no_species_lookup_provided
1377		meiri	Anolis urraoi	anolis_urraoi	normalized_no_species_lookup_provided
1378		meiri	Anolis vicarius	anolis_vicarius	normalized_no_species_lookup_provided
1379		meiri	Anolis yoroensis	anolis_yoroensis	normalized_no_species_lookup_provided
1380		meiri	Bavayia goroensis	bavayia_goroensis	normalized_no_species_lookup_provided
1381		meiri	Rhynchoedura sexapora	rhynchoedura_sexapora	normalized_no_species_lookup_provided
1382		meiri	Afroedura langi	afroedura_langi	normalized_no_species_lookup_provided
1383		meiri	Afroedura waterbergensis	afroedura_waterbergensis	normalized_no_species_lookup_provided
1384		meiri	Afrogecko ansorgii	afrogecko_ansorgii	normalized_no_species_lookup_provided
1385		meiri	Cnemaspis bayuensis	cnemaspis_bayuensis	normalized_no_species_lookup_provided
1386		meiri	Cyrtopodion hormozganum	cyrtopodion_hormozganum	normalized_no_species_lookup_provided
1387		meiri	Gehyra granulum	gehyra_granulum	normalized_no_species_lookup_provided
1388		meiri	Gehyra spheniscus	gehyra_spheniscus	normalized_no_species_lookup_provided
1389		meiri	Hemiphyllodactylus longlingensis	hemiphyllodactylus_longlingensis	normalized_no_species_lookup_provided
1390		meiri	Lepidodactylus christiani	lepidodactylus_christiani	normalized_no_species_lookup_provided
1391		meiri	Lepidodactylus mitchelli	lepidodactylus_mitchelli	normalized_no_species_lookup_provided
1392		meiri	Lygodactylus angularis	lygodactylus_angularis	normalized_no_species_lookup_provided
1393		meiri	Pachydactylus carinatus	pachydactylus_carinatus	normalized_no_species_lookup_provided
1394		meiri	Pachydactylus labialis	pachydactylus_labialis	normalized_no_species_lookup_provided
1395		meiri	Phelsuma modesta	phelsuma_modesta	normalized_no_species_lookup_provided
1396		meiri	Rhoptropella ocellata	rhoptropella_ocellata	normalized_no_species_lookup_provided
1397		meiri	Arthrosaura tyleri	arthrosaura_tyleri	normalized_no_species_lookup_provided
1398		meiri	Bachia scaea	bachia_scaea	normalized_no_species_lookup_provided
1399		meiri	Calyptommatus nicterus	calyptommatus_nicterus	normalized_no_species_lookup_provided
1400		meiri	Proctoporus guentheri	proctoporus_guentheri	normalized_no_species_lookup_provided
1401		meiri	Proctoporus machupicchu	proctoporus_machupicchu	normalized_no_species_lookup_provided
1402		meiri	Algyroides fitzingeri	algyroides_fitzingeri	normalized_no_species_lookup_provided
1403		meiri	Caledoniscincus aquilonius	caledoniscincus_aquilonius	normalized_no_species_lookup_provided
1404		meiri	Carlia decora	carlia_decora	normalized_no_species_lookup_provided
1405		meiri	Carlia isostriacantha	carlia_isostriacantha	normalized_no_species_lookup_provided
1406		meiri	Carlia jarnoldae	carlia_jarnoldae	normalized_no_species_lookup_provided
1407		meiri	Carlia wundalthini	carlia_wundalthini	normalized_no_species_lookup_provided
1408		meiri	Cryptoblepharus buchananii	cryptoblepharus_buchananii	normalized_no_species_lookup_provided
1409		meiri	Ctenotus nigrilineatus	ctenotus_nigrilineatus	normalized_no_species_lookup_provided
1410		meiri	Emoia aurulenta	emoia_aurulenta	normalized_no_species_lookup_provided
1411		meiri	Isopachys anguinoides	isopachys_anguinoides	normalized_no_species_lookup_provided
1412		meiri	Lampropholis couperi	lampropholis_couperi	normalized_no_species_lookup_provided
1413		meiri	Leptosiaphos koutoui	leptosiaphos_koutoui	normalized_no_species_lookup_provided
1414		meiri	Lerista walkeri	lerista_walkeri	normalized_no_species_lookup_provided
1415		meiri	Lipinia infralineolata	lipinia_infralineolata	normalized_no_species_lookup_provided
1416		meiri	Parvoscincus jimmymcguirei	parvoscincus_jimmymcguirei	normalized_no_species_lookup_provided
1417		meiri	Scincella caudaequinae	scincella_caudaequinae	normalized_no_species_lookup_provided
1418		meiri	Sphenomorphus louisiadensis	sphenomorphus_louisiadensis	normalized_no_species_lookup_provided
1419		meiri	Sphenomorphus maculicollus	sphenomorphus_maculicollus	normalized_no_species_lookup_provided
1420		meiri	Gonatodes lichenosus	gonatodes_lichenosus	normalized_no_species_lookup_provided
1421		meiri	Lepidoblepharis xanthostigma	lepidoblepharis_xanthostigma	normalized_no_species_lookup_provided
1422		meiri	Pseudogonatodes furvus	pseudogonatodes_furvus	normalized_no_species_lookup_provided
1423		meiri	Calamaria abstrusa	calamaria_abstrusa	normalized_no_species_lookup_provided
1424		meiri	Calamaria lumholtzi	calamaria_lumholtzi	normalized_no_species_lookup_provided
1425		meiri	Atractus trivittatus	atractus_trivittatus	normalized_no_species_lookup_provided
1426		meiri	Cathetorhinus melanocephalus	cathetorhinus_melanocephalus	normalized_no_species_lookup_provided
1427		meiri	Epictia magnamaculata	epictia_magnamaculata	normalized_no_species_lookup_provided
1428		meiri	Epictia phenops	epictia_phenops	normalized_no_species_lookup_provided
1429		meiri	Myriopholis occipitalis	myriopholis_occipitalis	normalized_no_species_lookup_provided
1430		meiri	Myrtis fanny	myrtis_fanny	normalized_no_species_lookup_provided
1431		meiri	Phaethornis griseogularis	phaethornis_griseogularis	normalized_no_species_lookup_provided
1432		meiri	Selasphorus heloisa	selasphorus_heloisa	normalized_no_species_lookup_provided
1433		meiri	Amphisbaena barbouri	amphisbaena_barbouri	normalized_no_species_lookup_provided
1434		meiri	Brookesia betschi	brookesia_betschi	normalized_no_species_lookup_provided
1435		meiri	Calumma uetzi	calumma_uetzi	normalized_no_species_lookup_provided
1436		meiri	Dibamus ingeri	dibamus_ingeri	normalized_no_species_lookup_provided
1437		meiri	Strophurus congoo	strophurus_congoo	normalized_no_species_lookup_provided
1438		meiri	Strophurus trux	strophurus_trux	normalized_no_species_lookup_provided
1439		meiri	Celestus agasepsoides	celestus_agasepsoides	normalized_no_species_lookup_provided
1440		meiri	Cnemaspis dringi	cnemaspis_dringi	normalized_no_species_lookup_provided
1441		meiri	Cnemaspis flavolineata	cnemaspis_flavolineata	normalized_no_species_lookup_provided
1442		meiri	Cyrtopodion baigii	cyrtopodion_baigii	normalized_no_species_lookup_provided
1443		meiri	Gehyra micra	gehyra_micra	normalized_no_species_lookup_provided
1444		meiri	Gehyra pluraporosa	gehyra_pluraporosa	normalized_no_species_lookup_provided
1445		meiri	Hemidactylus sataraensis	hemidactylus_sataraensis	normalized_no_species_lookup_provided
1446		meiri	Hemiphyllodactylus zugi	hemiphyllodactylus_zugi	normalized_no_species_lookup_provided
1447		meiri	Lepidodactylus dialeukos	lepidodactylus_dialeukos	normalized_no_species_lookup_provided
1448		meiri	Pseudogekko sumiklab	pseudogekko_sumiklab	normalized_no_species_lookup_provided
1449		meiri	Bachia blairi	bachia_blairi	normalized_no_species_lookup_provided
1450		meiri	Calyptommatus sinebrachiatus	calyptommatus_sinebrachiatus	normalized_no_species_lookup_provided
1451		meiri	Oreosaurus rhodogaster	oreosaurus_rhodogaster	normalized_no_species_lookup_provided
1452		meiri	Mesalina adramitana	mesalina_adramitana	normalized_no_species_lookup_provided
1453		meiri	Pedioplanis breviceps	pedioplanis_breviceps	normalized_no_species_lookup_provided
1454		meiri	Ablepharus lindbergi	ablepharus_lindbergi	normalized_no_species_lookup_provided
1455		meiri	Caledoniscincus terma	caledoniscincus_terma	normalized_no_species_lookup_provided
1456		meiri	Carlia dogare	carlia_dogare	normalized_no_species_lookup_provided
1457		meiri	Carlia vivax	carlia_vivax	normalized_no_species_lookup_provided
1458		meiri	Cryptoblepharus balinensis	cryptoblepharus_balinensis	normalized_no_species_lookup_provided
1459		meiri	Cryptoblepharus burdeni	cryptoblepharus_burdeni	normalized_no_species_lookup_provided
1460		meiri	Cryptoblepharus caudatus	cryptoblepharus_caudatus	normalized_no_species_lookup_provided
1461		meiri	Cryptoblepharus renschi	cryptoblepharus_renschi	normalized_no_species_lookup_provided
1462		meiri	Ctenotus calurus	ctenotus_calurus	normalized_no_species_lookup_provided
1463		meiri	Ctenotus euclae	ctenotus_euclae	normalized_no_species_lookup_provided
1464		meiri	Ctenotus hilli	ctenotus_hilli	normalized_no_species_lookup_provided
1465		meiri	Ctenotus serotinus	ctenotus_serotinus	normalized_no_species_lookup_provided
1466		meiri	Ctenotus striaticeps	ctenotus_striaticeps	normalized_no_species_lookup_provided
1467		meiri	Ctenotus xenopleura	ctenotus_xenopleura	normalized_no_species_lookup_provided
1468		meiri	Emoia impar	emoia_impar	normalized_no_species_lookup_provided
1469		meiri	Eremiascincus butlerorum	eremiascincus_butlerorum	normalized_no_species_lookup_provided
1470		meiri	Kaestlea laterimaculata	kaestlea_laterimaculata	normalized_no_species_lookup_provided
1471		meiri	Leptosiaphos vigintiserierum	leptosiaphos_vigintiserierum	normalized_no_species_lookup_provided
1472		meiri	Lerista carpentariae	lerista_carpentariae	normalized_no_species_lookup_provided
1473		meiri	Lerista dorsalis	lerista_dorsalis	normalized_no_species_lookup_provided
1474		meiri	Lerista gascoynensis	lerista_gascoynensis	normalized_no_species_lookup_provided
1475		meiri	Lerista karlschmidti	lerista_karlschmidti	normalized_no_species_lookup_provided
1476		meiri	Lerista onsloviana	lerista_onsloviana	normalized_no_species_lookup_provided
1477		meiri	Lerista parameles	lerista_parameles	normalized_no_species_lookup_provided
1478		meiri	Lerista petersoni	lerista_petersoni	normalized_no_species_lookup_provided
1479		meiri	Lerista praefrontalis	lerista_praefrontalis	normalized_no_species_lookup_provided
1480		meiri	Lerista terdigitata	lerista_terdigitata	normalized_no_species_lookup_provided
1481		meiri	Lipinia inconspicua	lipinia_inconspicua	normalized_no_species_lookup_provided
1482		meiri	Lipinia pulchella	lipinia_pulchella	normalized_no_species_lookup_provided
1483		meiri	Lipinia semperi	lipinia_semperi	normalized_no_species_lookup_provided
1484		meiri	Lipinia vulcania	lipinia_vulcania	normalized_no_species_lookup_provided
1485		meiri	Ophioscincus ophioscincus	ophioscincus_ophioscincus	normalized_no_species_lookup_provided
1486		meiri	Saproscincus basiliscus	saproscincus_basiliscus	normalized_no_species_lookup_provided
1487		meiri	Scelotes farquharsoni	scelotes_farquharsoni	normalized_no_species_lookup_provided
1488		meiri	Scelotes gronovii	scelotes_gronovii	normalized_no_species_lookup_provided
1489		meiri	Scolecoseps broadleyi	scolecoseps_broadleyi	normalized_no_species_lookup_provided
1490		meiri	Sepsina bayoni	sepsina_bayoni	normalized_no_species_lookup_provided
1491		meiri	Sigaloseps balios	sigaloseps_balios	normalized_no_species_lookup_provided
1492		meiri	Sphenomorphus dekkerae	sphenomorphus_dekkerae	normalized_no_species_lookup_provided
1493		meiri	Tribolonotus annectens	tribolonotus_annectens	normalized_no_species_lookup_provided
1494		meiri	Tytthoscincus ishaki	tytthoscincus_ishaki	normalized_no_species_lookup_provided
1495		meiri	Voeltzkowia mobydick	voeltzkowia_mobydick	normalized_no_species_lookup_provided
1496		meiri	Gonatodes astralis	gonatodes_astralis	normalized_no_species_lookup_provided
1497		meiri	Gonatodes caudiscutatus	gonatodes_caudiscutatus	normalized_no_species_lookup_provided
1498		meiri	Anomalepis mexicanus	anomalepis_mexicanus	normalized_no_species_lookup_provided
1499		meiri	Tantilla albiceps	tantilla_albiceps	normalized_no_species_lookup_provided
1500		meiri	Tantilla coronadoi	tantilla_coronadoi	normalized_no_species_lookup_provided
1501		meiri	Epacrophis reticulatus	epacrophis_reticulatus	normalized_no_species_lookup_provided
1502		meiri	Epictia munoai	epictia_munoai	normalized_no_species_lookup_provided
1503		meiri	Epictia vellardi	epictia_vellardi	normalized_no_species_lookup_provided
1504		meiri	Leptotyphlops nigricans	leptotyphlops_nigricans	normalized_no_species_lookup_provided
1505		meiri	Rena iversoni	rena_iversoni	normalized_no_species_lookup_provided
1506		meiri	Amerotyphlops lehneri	amerotyphlops_lehneri	normalized_no_species_lookup_provided
1507		meiri	Doricha enicura	doricha_enicura	normalized_no_species_lookup_provided
1508		meiri	Lophornis gouldii	lophornis_gouldii	normalized_no_species_lookup_provided
1509		meiri	Lophornis ornatus	lophornis_ornatus	normalized_no_species_lookup_provided
1510		meiri	Nesophlox evelynae	nesophlox_evelynae	normalized_no_species_lookup_provided
1511		meiri	Sorex arizonae	sorex_arizonae	normalized_no_species_lookup_provided
1512		meiri	Sorex nanus	sorex_nanus	normalized_no_species_lookup_provided
1513		meiri	Amphisbaena anaemariae	amphisbaena_anaemariae	normalized_no_species_lookup_provided
1514		meiri	Amphisbaena metallurga	amphisbaena_metallurga	normalized_no_species_lookup_provided
1515		meiri	Phoxophrys tuberculata	phoxophrys_tuberculata	normalized_no_species_lookup_provided
1516		meiri	Brookesia brunoi	brookesia_brunoi	normalized_no_species_lookup_provided
1517		meiri	Anolis alutaceus	anolis_alutaceus	normalized_no_species_lookup_provided
1518		meiri	Anolis argillaceus	anolis_argillaceus	normalized_no_species_lookup_provided
1519		meiri	Anolis benedikti	anolis_benedikti	normalized_no_species_lookup_provided
1520		meiri	Anolis centralis	anolis_centralis	normalized_no_species_lookup_provided
1521		meiri	Anolis fungosus	anolis_fungosus	normalized_no_species_lookup_provided
1522		meiri	Anolis guazuma	anolis_guazuma	normalized_no_species_lookup_provided
1523		meiri	Anolis litoralis	anolis_litoralis	normalized_no_species_lookup_provided
1524		meiri	Anolis marsupialis	anolis_marsupialis	normalized_no_species_lookup_provided
1525		meiri	Anolis omiltemanus	anolis_omiltemanus	normalized_no_species_lookup_provided
1526		meiri	Anolis pseudopachypus	anolis_pseudopachypus	normalized_no_species_lookup_provided
1527		meiri	Bavayia pulchella	bavayia_pulchella	normalized_no_species_lookup_provided
1528		meiri	Diplodactylus barraganae	diplodactylus_barraganae	normalized_no_species_lookup_provided
1529		meiri	Cnemaspis alantika	cnemaspis_alantika	normalized_no_species_lookup_provided
1530		meiri	Cnemaspis caudanivea	cnemaspis_caudanivea	normalized_no_species_lookup_provided
1531		meiri	Cnemaspis nilagirica	cnemaspis_nilagirica	normalized_no_species_lookup_provided
1532		meiri	Cnemaspis perhentianensis	cnemaspis_perhentianensis	normalized_no_species_lookup_provided
1533		meiri	Cnemaspis roticanai	cnemaspis_roticanai	normalized_no_species_lookup_provided
1534		meiri	Cyrtodactylus feae	cyrtodactylus_feae	normalized_no_species_lookup_provided
1535		meiri	Cyrtodactylus laevigatus	cyrtodactylus_laevigatus	normalized_no_species_lookup_provided
1536		meiri	Cyrtodactylus semiadii	cyrtodactylus_semiadii	normalized_no_species_lookup_provided
1537		meiri	Cyrtodactylus tambora	cyrtodactylus_tambora	normalized_no_species_lookup_provided
1538		meiri	Cyrtopodion kiabii	cyrtopodion_kiabii	normalized_no_species_lookup_provided
1539		meiri	Dixonius minhlei	dixonius_minhlei	normalized_no_species_lookup_provided
1540		meiri	Gehyra girloorloo	gehyra_girloorloo	normalized_no_species_lookup_provided
1541		meiri	Hemidactylus scabriceps	hemidactylus_scabriceps	normalized_no_species_lookup_provided
1542		meiri	Hemiphyllodactylus margarethae	hemiphyllodactylus_margarethae	normalized_no_species_lookup_provided
