species_name_audit_pk	species_pk	source_dataset	source_species_name	species_normalized	match_status
24954		meiri	Geochelone elegans	geochelone_elegans	normalized_no_species_lookup_provided
24955		meiri	Simalia tracyae	simalia_tracyae	normalized_no_species_lookup_provided
24956		meiri	Canis aureus	canis_aureus	normalized_no_species_lookup_provided
24957		meiri	Varanus panoptes	varanus_panoptes	normalized_no_species_lookup_provided
24958		meiri	Dendrolagus dorianus	dendrolagus_dorianus	normalized_no_species_lookup_provided
24959		meiri	Pudu mephistophiles	pudu_mephistophiles	normalized_no_species_lookup_provided
24960		meiri	Aegypius monachus	aegypius_monachus	normalized_no_species_lookup_provided
24961		meiri	Piliocolobus tephrosceles	piliocolobus_tephrosceles	normalized_no_species_lookup_provided
24962		meiri	Pudu puda	pudu_puda	normalized_no_species_lookup_provided
24963		meiri	Piliocolobus preussi	piliocolobus_preussi	normalized_no_species_lookup_provided
24964		meiri	Lycalopex culpaeus	lycalopex_culpaeus	normalized_no_species_lookup_provided
24965		meiri	Colobus polykomos	colobus_polykomos	normalized_no_species_lookup_provided
24966		meiri	Colobus angolensis	colobus_angolensis	normalized_no_species_lookup_provided
24967		meiri	Rhinopithecus bieti	rhinopithecus_bieti	normalized_no_species_lookup_provided
24968		meiri	Varanus exanthematicus	varanus_exanthematicus	normalized_no_species_lookup_provided
24969		meiri	Varanus nebulosus	varanus_nebulosus	normalized_no_species_lookup_provided
24970		meiri	Gyps himalayensis	gyps_himalayensis	normalized_no_species_lookup_provided
24971		meiri	Capromeryx minor	capromeryx_minor	normalized_no_species_lookup_provided
24972		meiri	Canis simensis	canis_simensis	normalized_no_species_lookup_provided
24973		meiri	Proteles cristata	proteles_cristata	normalized_no_species_lookup_provided
24974		meiri	Viverra tangalunga	viverra_tangalunga	normalized_no_species_lookup_provided
24975		meiri	Viverra zibetha	viverra_zibetha	normalized_no_species_lookup_provided
24976		meiri	Cercocebus chrysogaster	cercocebus_chrysogaster	normalized_no_species_lookup_provided
24977		meiri	Piliocolobus foai	piliocolobus_foai	normalized_no_species_lookup_provided
24978		meiri	Daubentonia robusta	daubentonia_robusta	normalized_no_species_lookup_provided
24979		meiri	Symphalangus syndactylus	symphalangus_syndactylus	normalized_no_species_lookup_provided
24980		meiri	Mesopropithecus dolichobrachion	mesopropithecus_dolichobrachion	normalized_no_species_lookup_provided
24981		meiri	Mesopropithecus globiceps	mesopropithecus_globiceps	normalized_no_species_lookup_provided
24982		meiri	Mesopropithecus prithecoides	mesopropithecus_prithecoides	normalized_no_species_lookup_provided
24983		meiri	Sarcophilus harrisii	sarcophilus_harrisii	normalized_no_species_lookup_provided
24984		meiri	Notamacropus greyi	notamacropus_greyi	normalized_no_species_lookup_provided
24985		meiri	Ailurops melanotis	ailurops_melanotis	normalized_no_species_lookup_provided
24986		meiri	Ailurops ursinus	ailurops_ursinus	normalized_no_species_lookup_provided
24987		meiri	Warenja wakefieldi	warenja_wakefieldi	normalized_no_species_lookup_provided
24988		meiri	Gopherus polyphemus	gopherus_polyphemus	normalized_no_species_lookup_provided
24989		meiri	Semnopithecus hypoleucos	semnopithecus_hypoleucos	normalized_no_species_lookup_provided
24990		meiri	Liasis fuscus	liasis_fuscus	normalized_no_species_lookup_provided
24991		meiri	Malayopython timoriensis	malayopython_timoriensis	normalized_no_species_lookup_provided
24992		meiri	Morelia bredli	morelia_bredli	normalized_no_species_lookup_provided
24993		meiri	Python brongersmai	python_brongersmai	normalized_no_species_lookup_provided
24994		meiri	Staurotypus triporcatus	staurotypus_triporcatus	normalized_no_species_lookup_provided
24995		meiri	Colobus guereza	colobus_guereza	normalized_no_species_lookup_provided
24996		meiri	Cygnus olor	cygnus_olor	normalized_no_species_lookup_provided
24997		meiri	Dorcatragus megalotis	dorcatragus_megalotis	normalized_no_species_lookup_provided
24998		meiri	Raphicerus melanotis	raphicerus_melanotis	normalized_no_species_lookup_provided
24999		meiri	Lupulella adustus	lupulella_adustus	normalized_no_species_lookup_provided
25000		meiri	Phascolarctos cinereus	phascolarctos_cinereus	normalized_no_species_lookup_provided
25001		meiri	Cygnus buccinator	cygnus_buccinator	normalized_no_species_lookup_provided
25002		meiri	Trachypithecus ebenus	trachypithecus_ebenus	normalized_no_species_lookup_provided
25003		meiri	Pygathrix nigripes	pygathrix_nigripes	normalized_no_species_lookup_provided
25004		meiri	Dendrolagus scottae	dendrolagus_scottae	normalized_no_species_lookup_provided
25005		meiri	Macaca fuscata	macaca_fuscata	normalized_no_species_lookup_provided
25006		meiri	Elseya branderhorsti	elseya_branderhorsti	normalized_no_species_lookup_provided
25007		meiri	Vultur gryphus	vultur_gryphus	normalized_no_species_lookup_provided
25008		meiri	Raphicerus campestris	raphicerus_campestris	normalized_no_species_lookup_provided
25009		meiri	Moschus berezovskii	moschus_berezovskii	normalized_no_species_lookup_provided
25010		meiri	Caracal aurata	caracal_aurata	normalized_no_species_lookup_provided
25011		meiri	Varanus varius	varanus_varius	normalized_no_species_lookup_provided
25012		meiri	Varanus bitatawa	varanus_bitatawa	normalized_no_species_lookup_provided
25013		meiri	Semnopithecus dussumieri	semnopithecus_dussumieri	normalized_no_species_lookup_provided
25014		meiri	Muntiacus rooseveltorum	muntiacus_rooseveltorum	normalized_no_species_lookup_provided
25015		meiri	Hyemoschus aquaticus	hyemoschus_aquaticus	normalized_no_species_lookup_provided
25016		meiri	Prionailurus viverrinus	prionailurus_viverrinus	normalized_no_species_lookup_provided
25017		meiri	Piliocolobus pennantii	piliocolobus_pennantii	normalized_no_species_lookup_provided
25018		meiri	Ardeotis kori	ardeotis_kori	normalized_no_species_lookup_provided
25019		meiri	Dendrolagus bennettianus	dendrolagus_bennettianus	normalized_no_species_lookup_provided
25020		meiri	Astrochelys radiata	astrochelys_radiata	normalized_no_species_lookup_provided
25021		meiri	Gopherus agassizii	gopherus_agassizii	normalized_no_species_lookup_provided
25022		meiri	Gopherus flavomarginatus	gopherus_flavomarginatus	normalized_no_species_lookup_provided
25023		meiri	Kinixys erosa	kinixys_erosa	normalized_no_species_lookup_provided
25024		meiri	Testudo marginata	testudo_marginata	normalized_no_species_lookup_provided
25025		meiri	Boa nebulosa	boa_nebulosa	normalized_no_species_lookup_provided
25026		meiri	Cyclanorbis senegalensis	cyclanorbis_senegalensis	normalized_no_species_lookup_provided
25027		meiri	Erymnochelys madagascariensis	erymnochelys_madagascariensis	normalized_no_species_lookup_provided
25028		meiri	Peltocephalus dumerilianus	peltocephalus_dumerilianus	normalized_no_species_lookup_provided
25029		meiri	Podocnemis lewyana	podocnemis_lewyana	normalized_no_species_lookup_provided
25030		meiri	Notamacropus dorsalis	notamacropus_dorsalis	normalized_no_species_lookup_provided
25031		meiri	Trachypithecus pileatus	trachypithecus_pileatus	normalized_no_species_lookup_provided
25032		meiri	Catopuma temminckii	catopuma_temminckii	normalized_no_species_lookup_provided
25033		meiri	Rhinopithecus brelichi	rhinopithecus_brelichi	normalized_no_species_lookup_provided
25034		meiri	Varanus marmoratus	varanus_marmoratus	normalized_no_species_lookup_provided
25035		meiri	Varanus palawanensis	varanus_palawanensis	normalized_no_species_lookup_provided
25036		meiri	Cyclura cychlura	cyclura_cychlura	normalized_no_species_lookup_provided
25037		meiri	Muntiacus puhoatensis	muntiacus_puhoatensis	normalized_no_species_lookup_provided
25038		meiri	Trachemys venusta	trachemys_venusta	normalized_no_species_lookup_provided
25039		meiri	Leopardus pardalis	leopardus_pardalis	normalized_no_species_lookup_provided
25040		meiri	Cephalophus natalensis	cephalophus_natalensis	normalized_no_species_lookup_provided
25041		meiri	Cephalophus rufilatus	cephalophus_rufilatus	normalized_no_species_lookup_provided
25042		meiri	Gazella arabica	gazella_arabica	normalized_no_species_lookup_provided
25043		meiri	Philantomba maxwellii	philantomba_maxwellii	normalized_no_species_lookup_provided
25044		meiri	Leptailurus serval	leptailurus_serval	normalized_no_species_lookup_provided
25045		meiri	Civettictis civetta	civettictis_civetta	normalized_no_species_lookup_provided
25046		meiri	Macaca assamensis	macaca_assamensis	normalized_no_species_lookup_provided
25047		meiri	Macaca thibetana	macaca_thibetana	normalized_no_species_lookup_provided
25048		meiri	Chelus fimbriata	chelus_fimbriata	normalized_no_species_lookup_provided
25049		meiri	Hystrix indica	hystrix_indica	normalized_no_species_lookup_provided
25050		meiri	Semnopithecus priam	semnopithecus_priam	normalized_no_species_lookup_provided
25051		meiri	Dinomys branickii	dinomys_branickii	normalized_no_species_lookup_provided
25052		meiri	Bothrops lanceolatus	bothrops_lanceolatus	normalized_no_species_lookup_provided
25053		meiri	Dendrolagus inustus	dendrolagus_inustus	normalized_no_species_lookup_provided
25054		meiri	Cephalophus leucogaster	cephalophus_leucogaster	normalized_no_species_lookup_provided
25055		meiri	Lachesis acrochorda	lachesis_acrochorda	normalized_no_species_lookup_provided
25056		meiri	Cuon alpinus	cuon_alpinus	normalized_no_species_lookup_provided
25057		meiri	Aptenodytes patagonicus	aptenodytes_patagonicus	normalized_no_species_lookup_provided
25058		meiri	Oreotragus oreotragus	oreotragus_oreotragus	normalized_no_species_lookup_provided
25059		meiri	Moschus moschiferus	moschus_moschiferus	normalized_no_species_lookup_provided
25060		meiri	Dusicyon avus	dusicyon_avus	normalized_no_species_lookup_provided
25061		meiri	Arctictis binturong	arctictis_binturong	normalized_no_species_lookup_provided
25062		meiri	Plesiorycteropus madagascariensis	plesiorycteropus_madagascariensis	normalized_no_species_lookup_provided
25063		meiri	Dendrolagus ursinus	dendrolagus_ursinus	normalized_no_species_lookup_provided
25064		meiri	Acrantophis madagascariensis	acrantophis_madagascariensis	normalized_no_species_lookup_provided
25065		meiri	Semnopithecus johnii	semnopithecus_johnii	normalized_no_species_lookup_provided
25066		meiri	Canis latrans	canis_latrans	normalized_no_species_lookup_provided
25067		meiri	Brachyteles arachnoides	brachyteles_arachnoides	normalized_no_species_lookup_provided
25068		meiri	Muntiacus reevesi	muntiacus_reevesi	normalized_no_species_lookup_provided
25069		meiri	Notamacropus parryi	notamacropus_parryi	normalized_no_species_lookup_provided
25070		meiri	Podocnemis unifilis	podocnemis_unifilis	normalized_no_species_lookup_provided
25071		meiri	Caracal caracal	caracal_caracal	normalized_no_species_lookup_provided
25072		meiri	Cephalophus nigrifrons	cephalophus_nigrifrons	normalized_no_species_lookup_provided
25073		meiri	Hydropotes inermis	hydropotes_inermis	normalized_no_species_lookup_provided
25074		meiri	Muntiacus muntjak	muntiacus_muntjak	normalized_no_species_lookup_provided
25075		meiri	Rhinopithecus roxellana	rhinopithecus_roxellana	normalized_no_species_lookup_provided
25076		meiri	Phascolarctos stirtoni	phascolarctos_stirtoni	normalized_no_species_lookup_provided
25077		meiri	Batagur dhongoka	batagur_dhongoka	normalized_no_species_lookup_provided
25078		meiri	Heosemys grandis	heosemys_grandis	normalized_no_species_lookup_provided
25079		meiri	Varanus doreanus	varanus_doreanus	normalized_no_species_lookup_provided
25080		meiri	Apalone spinifera	apalone_spinifera	normalized_no_species_lookup_provided
25081		meiri	Pelochelys signifera	pelochelys_signifera	normalized_no_species_lookup_provided
25082		meiri	Moschus chrysogaster	moschus_chrysogaster	normalized_no_species_lookup_provided
25083		meiri	Moschus cupreus	moschus_cupreus	normalized_no_species_lookup_provided
25084		meiri	Semnopithecus entellus	semnopithecus_entellus	normalized_no_species_lookup_provided
25085		meiri	Gulo gulo	gulo_gulo	normalized_no_species_lookup_provided
25086		meiri	Astrochelys yniphora	astrochelys_yniphora	normalized_no_species_lookup_provided
25087		meiri	Hystrix africaeaustralis	hystrix_africaeaustralis	normalized_no_species_lookup_provided
25088		meiri	Cycloderma frenatum	cycloderma_frenatum	normalized_no_species_lookup_provided
25089		meiri	Varanus albigularis	varanus_albigularis	normalized_no_species_lookup_provided
25090		meiri	Varanus salvadorii	varanus_salvadorii	normalized_no_species_lookup_provided
25091		meiri	Capromeryx mexicana	capromeryx_mexicana	normalized_no_species_lookup_provided
25092		meiri	Capricornis rubidus	capricornis_rubidus	normalized_no_species_lookup_provided
25093		meiri	Muntiacus truongsonensis	muntiacus_truongsonensis	normalized_no_species_lookup_provided
25094		meiri	Mandrillus leucophaeus	mandrillus_leucophaeus	normalized_no_species_lookup_provided
25095		meiri	Babakotia radofilai	babakotia_radofilai	normalized_no_species_lookup_provided
25096		meiri	Notamacropus agilis	notamacropus_agilis	normalized_no_species_lookup_provided
25097		meiri	Wallabia bicolor	wallabia_bicolor	normalized_no_species_lookup_provided
25098		meiri	Chelonoidis chilensis	chelonoidis_chilensis	normalized_no_species_lookup_provided
25099		meiri	Moschus leucogaster	moschus_leucogaster	normalized_no_species_lookup_provided
25100		meiri	Muntiacus atherodes	muntiacus_atherodes	normalized_no_species_lookup_provided
25101		meiri	Papio cynocephalus	papio_cynocephalus	normalized_no_species_lookup_provided
25102		meiri	Gazella dorcas	gazella_dorcas	normalized_no_species_lookup_provided
25103		meiri	Protocyon troglodytes	protocyon_troglodytes	normalized_no_species_lookup_provided
25104		meiri	Mazama gouazoubira	mazama_gouazoubira	normalized_no_species_lookup_provided
25105		meiri	Mazama chunyi	mazama_chunyi	normalized_no_species_lookup_provided
25106		meiri	Mazama nana	mazama_nana	normalized_no_species_lookup_provided
25107		meiri	Mazama rufina	mazama_rufina	normalized_no_species_lookup_provided
25108		meiri	Notamacropus rufogriseus	notamacropus_rufogriseus	normalized_no_species_lookup_provided
25109		meiri	Cephalophus brookei	cephalophus_brookei	normalized_no_species_lookup_provided
25110		meiri	Hadropithecus stenognathus	hadropithecus_stenognathus	normalized_no_species_lookup_provided
25111		meiri	Osphranter bernardus	osphranter_bernardus	normalized_no_species_lookup_provided
25112		meiri	Theropithecus gelada	theropithecus_gelada	normalized_no_species_lookup_provided
25113		meiri	Ourebia ourebi	ourebia_ourebi	normalized_no_species_lookup_provided
25114		meiri	Semnopithecus hector	semnopithecus_hector	normalized_no_species_lookup_provided
25115		meiri	Semnopithecus schistaceus	semnopithecus_schistaceus	normalized_no_species_lookup_provided
25116		meiri	Cephalophus zebra	cephalophus_zebra	normalized_no_species_lookup_provided
25117		meiri	Cyclura nubila	cyclura_nubila	normalized_no_species_lookup_provided
25118		meiri	Cephalophus weynsi	cephalophus_weynsi	normalized_no_species_lookup_provided
25119		meiri	Ophiophagus hannah	ophiophagus_hannah	normalized_no_species_lookup_provided
25120		meiri	Papio anubis	papio_anubis	normalized_no_species_lookup_provided
25121		meiri	Papio ursinus	papio_ursinus	normalized_no_species_lookup_provided
25122		meiri	Lynx lynx	lynx_lynx	normalized_no_species_lookup_provided
25123		meiri	Apalone ferox	apalone_ferox	normalized_no_species_lookup_provided
25124		meiri	Cyclanorbis elegans	cyclanorbis_elegans	normalized_no_species_lookup_provided
25125		meiri	Nilssonia hurum	nilssonia_hurum	normalized_no_species_lookup_provided
25126		meiri	Papio papio	papio_papio	normalized_no_species_lookup_provided
25127		meiri	Varanus bengalensis	varanus_bengalensis	normalized_no_species_lookup_provided
25128		meiri	Cephalophus callipygus	cephalophus_callipygus	normalized_no_species_lookup_provided
25129		meiri	Mandrillus sphinx	mandrillus_sphinx	normalized_no_species_lookup_provided
25130		meiri	Cycloderma aubryi	cycloderma_aubryi	normalized_no_species_lookup_provided
25131		meiri	Gazella bennettii	gazella_bennettii	normalized_no_species_lookup_provided
25132		meiri	Aonyx capensis	aonyx_capensis	normalized_no_species_lookup_provided
25133		meiri	Tetracerus quadricornis	tetracerus_quadricornis	normalized_no_species_lookup_provided
25134		meiri	Odocoileus pandora	odocoileus_pandora	normalized_no_species_lookup_provided
25135		meiri	Castor fiber	castor_fiber	normalized_no_species_lookup_provided
25136		meiri	Sylvicapra grimmia	sylvicapra_grimmia	normalized_no_species_lookup_provided
25137		meiri	Neofelis nebulosa	neofelis_nebulosa	normalized_no_species_lookup_provided
25138		meiri	Muntiacus gongshanensis	muntiacus_gongshanensis	normalized_no_species_lookup_provided
25139		meiri	Gazella gazella	gazella_gazella	normalized_no_species_lookup_provided
25140		meiri	Paleosuchus palpebrosus	paleosuchus_palpebrosus	normalized_no_species_lookup_provided
25141		meiri	Cephalophus dorsalis	cephalophus_dorsalis	normalized_no_species_lookup_provided
25142		meiri	Cephalophus ogilbyi	cephalophus_ogilbyi	normalized_no_species_lookup_provided
25143		meiri	Gazella spekei	gazella_spekei	normalized_no_species_lookup_provided
25144		meiri	Pelea capreolus	pelea_capreolus	normalized_no_species_lookup_provided
25145		meiri	Procapra picticaudata	procapra_picticaudata	normalized_no_species_lookup_provided
25146		meiri	Archaeolemur edwardsi	archaeolemur_edwardsi	normalized_no_species_lookup_provided
25147		meiri	Archaeolemur majori	archaeolemur_majori	normalized_no_species_lookup_provided
25148		meiri	Hystrix cristata	hystrix_cristata	normalized_no_species_lookup_provided
25149		meiri	Dendrolagus noibano	dendrolagus_noibano	normalized_no_species_lookup_provided
25150		meiri	Semnopithecus ajax	semnopithecus_ajax	normalized_no_species_lookup_provided
25151		meiri	Cephalophus niger	cephalophus_niger	normalized_no_species_lookup_provided
25152		meiri	Eudorcas thomsonii	eudorcas_thomsonii	normalized_no_species_lookup_provided
25153		meiri	Caipora bambuiorum	caipora_bambuiorum	normalized_no_species_lookup_provided
25154		meiri	Papio hamadryas	papio_hamadryas	normalized_no_species_lookup_provided
25155		meiri	Osphranter robustus	osphranter_robustus	normalized_no_species_lookup_provided
25156		meiri	Dicotyles tajacu	dicotyles_tajacu	normalized_no_species_lookup_provided
25157		meiri	Hydrochoerus isthmius	hydrochoerus_isthmius	normalized_no_species_lookup_provided
25158		meiri	Nilssonia leithii	nilssonia_leithii	normalized_no_species_lookup_provided
25159		meiri	Varanus giganteus	varanus_giganteus	normalized_no_species_lookup_provided
25160		meiri	Rhea pennata	rhea_pennata	normalized_no_species_lookup_provided
25161		meiri	Batagur affinis	batagur_affinis	normalized_no_species_lookup_provided
25162		meiri	Batagur kachuga	batagur_kachuga	normalized_no_species_lookup_provided
25163		meiri	Lachesis muta	lachesis_muta	normalized_no_species_lookup_provided
25164		meiri	Liasis olivaceus	liasis_olivaceus	normalized_no_species_lookup_provided
25165		meiri	Morelia spilota	morelia_spilota	normalized_no_species_lookup_provided
25166		meiri	Castor canadensis	castor_canadensis	normalized_no_species_lookup_provided
25167		meiri	Mazama temama	mazama_temama	normalized_no_species_lookup_provided
25168		meiri	Muntiacus feae	muntiacus_feae	normalized_no_species_lookup_provided
25169		meiri	Macropus fuliginosus	macropus_fuliginosus	normalized_no_species_lookup_provided
25170		meiri	Lycaon pictus	lycaon_pictus	normalized_no_species_lookup_provided
25171		meiri	Nilssonia formosa	nilssonia_formosa	normalized_no_species_lookup_provided
25172		meiri	Gazella leptoceros	gazella_leptoceros	normalized_no_species_lookup_provided
25173		meiri	Myrmecophaga tridactyla	myrmecophaga_tridactyla	normalized_no_species_lookup_provided
25174		meiri	Capreolus capreolus	capreolus_capreolus	normalized_no_species_lookup_provided
25175		meiri	Thylacinus cynocephalus	thylacinus_cynocephalus	normalized_no_species_lookup_provided
25176		meiri	Mazama americana	mazama_americana	normalized_no_species_lookup_provided
25177		meiri	Canis rufus	canis_rufus	normalized_no_species_lookup_provided
25178		meiri	Rhea americana	rhea_americana	normalized_no_species_lookup_provided
25179		meiri	Arabitragus jayakari	arabitragus_jayakari	normalized_no_species_lookup_provided
25180		meiri	Hystrix javanica	hystrix_javanica	normalized_no_species_lookup_provided
25181		meiri	Chrysocyon brachyurus	chrysocyon_brachyurus	normalized_no_species_lookup_provided
25182		meiri	Enhydra lutris	enhydra_lutris	normalized_no_species_lookup_provided
25183		meiri	Varanus niloticus	varanus_niloticus	normalized_no_species_lookup_provided
25184		meiri	Aonyx congicus	aonyx_congicus	normalized_no_species_lookup_provided
25185		meiri	Batagur trivittata	batagur_trivittata	normalized_no_species_lookup_provided
25186		meiri	Pteronura brasiliensis	pteronura_brasiliensis	normalized_no_species_lookup_provided
25187		meiri	Canis lupus	canis_lupus	normalized_no_species_lookup_provided
25188		meiri	Pelusios sinuatus	pelusios_sinuatus	normalized_no_species_lookup_provided
25189		meiri	Muntiacus crinifrons	muntiacus_crinifrons	normalized_no_species_lookup_provided
25190		meiri	Rafetus euphraticus	rafetus_euphraticus	normalized_no_species_lookup_provided
25191		meiri	Capricornis swinhoei	capricornis_swinhoei	normalized_no_species_lookup_provided
25192		meiri	Mazama bororo	mazama_bororo	normalized_no_species_lookup_provided
25193		meiri	Protocyon orcesi	protocyon_orcesi	normalized_no_species_lookup_provided
25194		meiri	Dermatemys mawii	dermatemys_mawii	normalized_no_species_lookup_provided
25195		meiri	Eunectes beniensis	eunectes_beniensis	normalized_no_species_lookup_provided
25196		meiri	Eunectes notaeus	eunectes_notaeus	normalized_no_species_lookup_provided
25197		meiri	Lasiorhinus latifrons	lasiorhinus_latifrons	normalized_no_species_lookup_provided
25198		meiri	Liasis papuanus	liasis_papuanus	normalized_no_species_lookup_provided
25199		meiri	Macropus giganteus	macropus_giganteus	normalized_no_species_lookup_provided
25200		meiri	Vombatus ursinus	vombatus_ursinus	normalized_no_species_lookup_provided
25201		meiri	Rupicapra rupicapra	rupicapra_rupicapra	normalized_no_species_lookup_provided
25202		meiri	Batagur baska	batagur_baska	normalized_no_species_lookup_provided
25203		meiri	Heosemys annandalii	heosemys_annandalii	normalized_no_species_lookup_provided
25204		meiri	Simalia oenpelliensis	simalia_oenpelliensis	normalized_no_species_lookup_provided
25205		meiri	Eudorcas rufifrons	eudorcas_rufifrons	normalized_no_species_lookup_provided
25206		meiri	Naemorhedus caudatus	naemorhedus_caudatus	normalized_no_species_lookup_provided
25207		meiri	Theriodictis platensis	theriodictis_platensis	normalized_no_species_lookup_provided
25208		meiri	Theriodictis tarijensis	theriodictis_tarijensis	normalized_no_species_lookup_provided
25209		meiri	Arctophoca galapagoensis	arctophoca_galapagoensis	normalized_no_species_lookup_provided
25210		meiri	Osphranter antilopinus	osphranter_antilopinus	normalized_no_species_lookup_provided
25211		meiri	Lachesis melanocephala	lachesis_melanocephala	normalized_no_species_lookup_provided
25212		meiri	Lachesis stenophrys	lachesis_stenophrys	normalized_no_species_lookup_provided
25213		meiri	Naemorhedus baileyi	naemorhedus_baileyi	normalized_no_species_lookup_provided
25214		meiri	Pantholops hodgsonii	pantholops_hodgsonii	normalized_no_species_lookup_provided
25215		meiri	Procapra przewalskii	procapra_przewalskii	normalized_no_species_lookup_provided
25216		meiri	Procapra gutturosa	procapra_gutturosa	normalized_no_species_lookup_provided
25217		meiri	Ammodorcas clarkei	ammodorcas_clarkei	normalized_no_species_lookup_provided
25218		meiri	Gazella subgutturosa	gazella_subgutturosa	normalized_no_species_lookup_provided
25219		meiri	Naemorhedus goral	naemorhedus_goral	normalized_no_species_lookup_provided
25220		meiri	Saiga tatarica	saiga_tatarica	normalized_no_species_lookup_provided
25221		meiri	Gazella cuvieri	gazella_cuvieri	normalized_no_species_lookup_provided
25222		meiri	Pseudois nayaur	pseudois_nayaur	normalized_no_species_lookup_provided
25223		meiri	Osteolaemus tetraspis	osteolaemus_tetraspis	normalized_no_species_lookup_provided
25224		meiri	Redunca fulvorufula	redunca_fulvorufula	normalized_no_species_lookup_provided
25225		meiri	Aptenodytes forsteri	aptenodytes_forsteri	normalized_no_species_lookup_provided
25226		meiri	Capricornis crispus	capricornis_crispus	normalized_no_species_lookup_provided
25227		meiri	Rupicapra pyrenaica	rupicapra_pyrenaica	normalized_no_species_lookup_provided
25228		meiri	Canis nehringi	canis_nehringi	normalized_no_species_lookup_provided
25229		meiri	Macropus piltonesis	macropus_piltonesis	normalized_no_species_lookup_provided
25230		meiri	Macropus thor	macropus_thor	normalized_no_species_lookup_provided
25231		meiri	Protemnodon nombe	protemnodon_nombe	normalized_no_species_lookup_provided
25232		meiri	Simosthenurus gilli	simosthenurus_gilli	normalized_no_species_lookup_provided
25233		meiri	Carettochelys insculpta	carettochelys_insculpta	normalized_no_species_lookup_provided
25234		meiri	Casuarius bennetti	casuarius_bennetti	normalized_no_species_lookup_provided
25235		meiri	Alligator sinensis	alligator_sinensis	normalized_no_species_lookup_provided
25236		meiri	Chilabothrus angulifer	chilabothrus_angulifer	normalized_no_species_lookup_provided
25237		meiri	Parahyaena brunnea	parahyaena_brunnea	normalized_no_species_lookup_provided
25238		meiri	Chelonoidis carbonarius	chelonoidis_carbonarius	normalized_no_species_lookup_provided
25239		meiri	Tayassu pecari	tayassu_pecari	normalized_no_species_lookup_provided
25240		meiri	Hyaena hyaena	hyaena_hyaena	normalized_no_species_lookup_provided
25241		meiri	Sus cebifrons	sus_cebifrons	normalized_no_species_lookup_provided
25242		meiri	Neophocaena phocaenoides	neophocaena_phocaenoides	normalized_no_species_lookup_provided
25243		meiri	Capra nubiana	capra_nubiana	normalized_no_species_lookup_provided
25244		meiri	Hardella thurjii	hardella_thurjii	normalized_no_species_lookup_provided
25245		meiri	Smutsia gigantea	smutsia_gigantea	normalized_no_species_lookup_provided
25246		meiri	Manouria emys	manouria_emys	normalized_no_species_lookup_provided
25247		meiri	Capra hircus	capra_hircus	normalized_no_species_lookup_provided
25248		meiri	Elaphodus cephalophus	elaphodus_cephalophus	normalized_no_species_lookup_provided
25249		meiri	Antidorcas bondi	antidorcas_bondi	normalized_no_species_lookup_provided
25250		meiri	Muntiacus vuquangensis	muntiacus_vuquangensis	normalized_no_species_lookup_provided
25251		meiri	Chelydra serpentina	chelydra_serpentina	normalized_no_species_lookup_provided
25252		meiri	Pan paniscus	pan_paniscus	normalized_no_species_lookup_provided
25253		meiri	Axis porcinus	axis_porcinus	normalized_no_species_lookup_provided
25254		meiri	Hemitragus jemlahicus	hemitragus_jemlahicus	normalized_no_species_lookup_provided
25255		meiri	Boa constrictor	boa_constrictor	normalized_no_species_lookup_provided
25256		meiri	Catagonus wagneri	catagonus_wagneri	normalized_no_species_lookup_provided
25257		meiri	Dromaius novaehollandiae	dromaius_novaehollandiae	normalized_no_species_lookup_provided
25258		meiri	Pongo pygmaeus	pongo_pygmaeus	normalized_no_species_lookup_provided
25259		meiri	Antilope cervicapra	antilope_cervicapra	normalized_no_species_lookup_provided
25260		meiri	Litocranius walleri	litocranius_walleri	normalized_no_species_lookup_provided
25261		meiri	Antidorcas marsupialis	antidorcas_marsupialis	normalized_no_species_lookup_provided
25262		meiri	Simalia kinghorni	simalia_kinghorni	normalized_no_species_lookup_provided
25263		meiri	Pongo abelii	pongo_abelii	normalized_no_species_lookup_provided
25264		meiri	Antidorcas australis	antidorcas_australis	normalized_no_species_lookup_provided
25265		meiri	Nanger soemmerringii	nanger_soemmerringii	normalized_no_species_lookup_provided
25266		meiri	Capreolus pygargus	capreolus_pygargus	normalized_no_species_lookup_provided
25267		meiri	Ozotoceros bezoarticus	ozotoceros_bezoarticus	normalized_no_species_lookup_provided
25268		meiri	Cephalorhynchus heavisidii	cephalorhynchus_heavisidii	normalized_no_species_lookup_provided
25269		meiri	Kangurus congrous	kangurus_congrous	normalized_no_species_lookup_provided
25270		meiri	Troposodon minor	troposodon_minor	normalized_no_species_lookup_provided
25271		meiri	Propleopus oscillans	propleopus_oscillans	normalized_no_species_lookup_provided
25272		meiri	Axis calamianensis	axis_calamianensis	normalized_no_species_lookup_provided
25273		meiri	Pontoporia blainvillei	pontoporia_blainvillei	normalized_no_species_lookup_provided
25274		meiri	Capra falconeri	capra_falconeri	normalized_no_species_lookup_provided
25275		meiri	Varanus salvator	varanus_salvator	normalized_no_species_lookup_provided
25276		meiri	Amyda cartilaginea	amyda_cartilaginea	normalized_no_species_lookup_provided
25277		meiri	Boa imperator	boa_imperator	normalized_no_species_lookup_provided
25278		meiri	Phocoena sinus	phocoena_sinus	normalized_no_species_lookup_provided
25279		meiri	Tragelaphus scriptus	tragelaphus_scriptus	normalized_no_species_lookup_provided
25280		meiri	Casuarius casuarius	casuarius_casuarius	normalized_no_species_lookup_provided
